id,club_name,country,player_name,age,position,club_involved_name,club_involved_country,transfer_movement,transfer_period,year
4393,Al-Taawoun FC,Saudi Arabia,Ibrahim Al-Otaybi,21.0,Midfield,Al-Taawoun U23,Saudi Arabia,in,Summer,2018
4394,Al-Taawoun FC,Saudi Arabia,Abdulaziz Al-Shereid,24.0,Central Midfield,Ohod Club,Saudi Arabia,in,Summer,2018
4395,Al-Taawoun FC,Saudi Arabia,Sandro Manoel,29.0,Defensive Midfield,Al-Fateh,Saudi Arabia,in,Summer,2018
4396,Al-Taawoun FC,Saudi Arabia,Ahmad Al-Suhail,29.0,Right Midfield,Najran SC,Saudi Arabia,out,Summer,2018
4397,Al-Taawoun FC,Saudi Arabia,Essam El Hadary,45.0,Goalkeeper,Ismaily,Egypt,out,Summer,2018
4398,Al-Taawoun FC,Saudi Arabia,Abdulaziz Al-Shereid,24.0,Central Midfield,Al-Fateh,Saudi Arabia,out,Summer,2018
4399,Al-Taawoun FC,Saudi Arabia,Abdullah Al-Salman,24.0,Right Midfield,Free Agent,Free Agent,out,Summer,2018
4400,Al-Taawoun FC,Saudi Arabia,Ahmad Al-Turky,24.0,Right Midfield,Free Agent,Free Agent,out,Summer,2018
4401,Al-Taawoun FC,Saudi Arabia,Abdulrahman Al-Qasim,23.0,Centre-Back,Free Agent,Free Agent,out,Summer,2018
4402,Al-Taawoun FC,Saudi Arabia,Abdulmajeed Abdullah Al-Ruwaili,31.0,Central Midfield,Al-Fayha,Saudi Arabia,out,Summer,2018
4403,Al-Taawoun FC,Saudi Arabia,Adrian Popa,29.0,Right Winger,Reading,England,out,Summer,2018
4404,Al-Taawoun FC,Saudi Arabia,Emad Meteb,35.0,Centre-Forward,El Ahly,Egypt,out,Summer,2018
4405,Al-Taawoun FC,Saudi Arabia,Abdulaziz Al-Bishi,24.0,Right Winger,Al-Shabab,Saudi Arabia,out,Summer,2018
4406,Al-Taawoun FC,Saudi Arabia,Abdulrahman Khayrallah,22.0,Right-Back,Al-Shabab,Saudi Arabia,out,Summer,2018
4407,Al-Taawoun FC,Saudi Arabia,Abdulrahman Al-Dosari,20.0,Defensive Midfield,Al-Nassr FC U23,Saudi Arabia,out,Summer,2018
4408,Al-Taawoun FC,Saudi Arabia,Rayan Al-Mousa,23.0,Defensive Midfield,Al-Ahli SFC,Saudi Arabia,out,Summer,2018
4409,Al-Taawoun FC,Saudi Arabia,Mostafa Fathi,24.0,Right Winger,Zamalek,Egypt,out,Summer,2018
4410,Al-Taawoun FC,Saudi Arabia,Faisal Al-Khara,24.0,Right-Back,Ittihad Club,Saudi Arabia,out,Summer,2018
4411,Al-Taawoun FC,Saudi Arabia,Sultan Al-Ghamdi,26.0,Goalkeeper,Free Agent,Free Agent,out,Summer,2018
4412,Al-Wehda FC,Saudi Arabia,Marcos Guilherme,22.0,Left Winger,Athletico-PR,Spain,in,Summer,2018
4413,Al-Wehda FC,Saudi Arabia,Anselmo,29.0,Defensive Midfield,Internacional,Brazil,in,Summer,2018
4414,Al-Wehda FC,Saudi Arabia,Fernandão,31.0,Centre-Forward,Fenerbahce,Turkey,in,Summer,2018
4415,Al-Wehda FC,Saudi Arabia,Emre Çolak,27.0,Attacking Midfield,Dep. La Coruña,Spain,in,Summer,2018
4416,Al-Wehda FC,Saudi Arabia,Abdulqaddous Attieh,21.0,Goalkeeper,Al-Fayha,Saudi Arabia,in,Summer,2018
4417,Al-Wehda FC,Saudi Arabia,Osama Hawsawi,34.0,Centre-Back,Al-Hilal,Saudi Arabia,in,Summer,2018
4418,Al-Wehda FC,Saudi Arabia,Ahmed Abdu,21.0,Centre-Forward,Al-Tai,Saudi Arabia,in,Summer,2018
4419,Al-Wehda FC,Saudi Arabia,Renato Chaves,28.0,Centre-Back,Fluminense,Brazil,in,Summer,2018
4420,Al-Wehda FC,Saudi Arabia,Faisal Darwish,26.0,Right-Back,Al-Hilal,Saudi Arabia,in,Summer,2018
4421,Al-Wehda FC,Saudi Arabia,Saleh Jamaan Al-Amri,24.0,Left Winger,Al-Ahli SFC,Saudi Arabia,in,Summer,2018
4422,Al-Wehda FC,Saudi Arabia,Abdullah Al-Zoari,30.0,Centre-Back,Al-Hilal,Saudi Arabia,in,Summer,2018
4423,Al-Wehda FC,Saudi Arabia,Waleed Bakshween,28.0,Defensive Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2018
4424,Al-Wehda FC,Saudi Arabia,Fawaz Al-Sagour,22.0,Right-Back,Najran SC,Saudi Arabia,in,Summer,2018
4425,Al-Wehda FC,Saudi Arabia,Ali Al-Namer,26.0,Attacking Midfield,Al-Shabab,Saudi Arabia,in,Summer,2018
4426,Al-Wehda FC,Saudi Arabia,Taiseer Al-Jassam,34.0,Central Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2018
4427,Al-Wehda FC,Saudi Arabia,Fareed Al-Harbi,28.0,Centre-Forward,Al-Ain FC,Saudi Arabia,in,Summer,2018
4428,Al-Wehda FC,Saudi Arabia,Abdullah Khatab,23.0,Centre-Forward,Al-Nojoom FC,Saudi Arabia,out,Summer,2018
4429,Al-Wehda FC,Saudi Arabia,Mansour Sharahili,27.0,Right-Back,Wej SC,Brazil,out,Summer,2018
4430,Al-Wehda FC,Saudi Arabia,Sultan Al-Dosari,28.0,Midfield,Shoalah,Azerbaijan,out,Summer,2018
4431,Al-Wehda FC,Saudi Arabia,Kamil Fallatah Al-Mor,35.0,Right-Back,Jeddah FC,Saudi Arabia,out,Summer,2018
4432,Al-Wehda FC,Saudi Arabia,Abdullah Al-Araf,23.0,Goalkeeper,Al-Taawoun,Saudi Arabia,out,Summer,2018
4433,Al-Wehda FC,Saudi Arabia,Ahmed Al-Ghamdi,24.0,Goalkeeper,Al-Raed,Saudi Arabia,out,Summer,2018
4434,Al-Wehda FC,Saudi Arabia,Abdulrahman Al-Saeed,26.0,Centre-Back,Al-Kawkab,Saudi Arabia,out,Summer,2018
4435,Al-Wehda FC,Saudi Arabia,Mahmoud Moaz,33.0,Right-Back,Al-Ansar,Lebanon,out,Summer,2018
4436,Al-Wehda FC,Saudi Arabia,Fahad Barakh Al-Johani,26.0,Centre-Back,Al-Ain FC,Saudi Arabia,out,Summer,2018
4437,Al-Wehda FC,Saudi Arabia,AlBara'a Baazeem,26.0,Second Striker,Al-Ain FC,Saudi Arabia,out,Summer,2018
4438,Al-Wehda FC,Saudi Arabia,Fareed Al-Harbi,28.0,Centre-Forward,Al-Ain FC,Saudi Arabia,out,Summer,2018
4439,Al-Wehda FC,Saudi Arabia,Issam Al-Qarni,23.0,Central Midfield,Damac FC,Saudi Arabia,out,Summer,2018
4440,Al-Wehda FC,Saudi Arabia,Rabi Al-Mousa,33.0,Right-Back,Free Agent,Free Agent,out,Summer,2018
4441,Al-Wehda FC,Saudi Arabia,Sami Bashir,29.0,Centre-Back,Free Agent,Free Agent,out,Summer,2018
4442,Al-Wehda FC,Saudi Arabia,Bader Al-Shahrani,28.0,Attacking Midfield,Free Agent,Free Agent,out,Summer,2018
4443,Al-Wehda FC,Saudi Arabia,Yahia Al-Kabie,31.0,Left-Back,Al-Ansar,Lebanon,out,Summer,2018
4444,Al-Wehda FC,Saudi Arabia,Abubaker Khabir,30.0,Centre-Back,Free Agent,Free Agent,out,Summer,2018
4445,Ohod Club,Saudi Arabia,Carlos Ohene,24.0,Defensive Midfield,Beroe,Bulgaria,in,Summer,2018
4446,Ohod Club,Saudi Arabia,Enes Sipovic,27.0,Centre-Back,RS Berkane,Morocco,in,Summer,2018
4447,Ohod Club,Saudi Arabia,Naif Ahmed Taib Hazazi,30.0,Centre-Forward,FC Botosani,Romania,in,Summer,2018
4448,Ohod Club,Saudi Arabia,Apodi,31.0,Right-Back,Chapecoense,Brazil,in,Summer,2018
4449,Ohod Club,Saudi Arabia,Adolphe Teikeu,28.0,Centre-Back,FC Sochaux,France,in,Summer,2018
4450,Ohod Club,Saudi Arabia,Hussein Abdulghani,41.0,Left-Back,Vereya,Bulgaria,in,Summer,2018
4451,Ohod Club,Saudi Arabia,Mirkan Aydin,30.0,Centre-Forward,Altinordu,Uruguay,in,Summer,2018
4452,Ohod Club,Saudi Arabia,Zouheir Laaroubi,33.0,Goalkeeper,Wydad AC,Morocco,in,Summer,2018
4453,Ohod Club,Saudi Arabia,Islam Seraj,29.0,Centre-Forward,Al-Ahli SFC,Saudi Arabia,in,Summer,2018
4454,Ohod Club,Saudi Arabia,Raed Al-Ghamdi,24.0,Centre-Forward,Al-Ahli SFC,Saudi Arabia,in,Summer,2018
4455,Ohod Club,Saudi Arabia,Haron Eisa,25.0,Right Winger,Al-Watani,Qatar,in,Summer,2018
4456,Ohod Club,Saudi Arabia,Tamer Haj Mohamad,30.0,Defensive Midfield,Dhofar Club,Saudi Arabia,in,Summer,2018
4457,Ohod Club,Saudi Arabia,Ribamar,21.0,Centre-Forward,Pyramids FC,Egypt,in,Summer,2018
4458,Ohod Club,Saudi Arabia,Mutaz Tmbacti,24.0,Defensive Midfield,Al-Fayha,Saudi Arabia,in,Summer,2018
4459,Ohod Club,Saudi Arabia,Ali Al-Asmari,21.0,Defensive Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2018
4460,Ohod Club,Saudi Arabia,Sumaihan Al-Nabit,22.0,Left Winger,Abha,Saudi Arabia,out,Summer,2018
4461,Ohod Club,Saudi Arabia,Vlatko Drobarov,25.0,Centre-Back,Belasica,North Macedonia,out,Summer,2018
4462,Ohod Club,Saudi Arabia,Mohsin Jouhar,29.0,Attacking Midfield,Sohar SC,Qatar,out,Summer,2018
4463,Ohod Club,Saudi Arabia,Mirkan Aydin,31.0,Centre-Forward,Hatayspor,Turkey,out,Summer,2018
4464,Ohod Club,Saudi Arabia,Azzedine Doukha,31.0,Goalkeeper,Al-Raed,Saudi Arabia,out,Summer,2018
4465,Ohod Club,Saudi Arabia,Raed Al-Ghamdi,24.0,Centre-Forward,Al-Batin,Saudi Arabia,out,Summer,2018
4466,Ohod Club,Saudi Arabia,Abdulrahman Al-Haidari,21.0,Centre-Back,,,out,Summer,2018
4467,Ohod Club,Saudi Arabia,Mousa Asieri,26.0,Defence,Al-Watani,Qatar,out,Summer,2018
4468,Ohod Club,Saudi Arabia,Salek Ahamd Abdullah,0.0,Right-Back,Al-Washm,Iraq,out,Summer,2018
4469,Ohod Club,Saudi Arabia,Mohammed Al-Harthi,24.0,Second Striker,Al-Mojzel,Saudi Arabia,out,Summer,2018
4470,Ohod Club,Saudi Arabia,Abdullatif Al-Anzi,23.0,Centre-Back,,,out,Summer,2018
4471,Ohod Club,Saudi Arabia,Mazen Al-Johani,23.0,Attack,,,out,Summer,2018
4472,Ohod Club,Saudi Arabia,Ayman Fenteany,23.0,Defensive Midfield,Al-Orobah FC,Saudi Arabia,out,Summer,2018
4473,Ohod Club,Saudi Arabia,Nacereddine Khoualed,32.0,Centre-Back,MC Oran,Algeria,out,Summer,2018
4474,Ohod Club,Saudi Arabia,Mohamed El Hadi Boulaouidet,28.0,Attack,JS Saoura,France,out,Summer,2018
4475,Ohod Club,Saudi Arabia,Bruno Michel,19.0,Left Winger,São Bernardo,Brazil,out,Summer,2018
4476,Ohod Club,Saudi Arabia,Mohammed Harzan,29.0,Right Winger,Al-Taawoun,Saudi Arabia,out,Summer,2018
4477,Ohod Club,Saudi Arabia,Mamoutou N'Diaye,28.0,Central Midfield,Free Agent,Free Agent,out,Summer,2018
4478,Ohod Club,Saudi Arabia,Isaac Vorsah,30.0,Centre-Back,Retired,Retired,out,Summer,2018
4479,Ohod Club,Saudi Arabia,Khaled Yaslam Al-Muwallid,23.0,Midfield,Free Agent,Free Agent,out,Summer,2018
4480,Ohod Club,Saudi Arabia,Naif Ahmed Taib Hazazi,30.0,Centre-Forward,Free Agent,Free Agent,out,Summer,2018
4481,Ohod Club,Saudi Arabia,Shafi Al-Dossari,28.0,Left-Back,Retired,Retired,out,Summer,2018
4482,Ohod Club,Saudi Arabia,Abdulaziz Damdam,23.0,Central Midfield,Al-Ahli SFC U23,Saudi Arabia,out,Summer,2018
4483,Ohod Club,Saudi Arabia,Raed Al-Ghamdi,24.0,Centre-Forward,Al-Ahli SFC,Saudi Arabia,out,Summer,2018
4484,Ohod Club,Saudi Arabia,Mustafa Mahdi Al-Bassas,25.0,Right Midfield,Al-Ahli SFC,Saudi Arabia,out,Summer,2018
4485,Ohod Club,Saudi Arabia,Hichem Essifi,31.0,Centre-Forward,US Monastir,France,out,Summer,2018
4486,Ohod Club,Saudi Arabia,Abdulaziz Al-Shereid,24.0,Central Midfield,Al-Taawoun,Saudi Arabia,out,Summer,2018
4487,Al-Ahli SFC,Saudi Arabia,Nicolae Stanciu,25.0,Attacking Midfield,Sparta Prague,Czech Republic,in,Winter,2018
4488,Al-Ahli SFC,Saudi Arabia,Aderllan Santos,29.0,Centre-Back,Valencia,Spain,in,Winter,2018
4489,Al-Ahli SFC,Saudi Arabia,Claudio Baeza,25.0,Defensive Midfield,Colo Colo,Chile,in,Winter,2018
4490,Al-Ahli SFC,Saudi Arabia,Hussein Abdulghani,41.0,Left-Back,Ohod Club,Saudi Arabia,in,Winter,2018
4491,Al-Ahli SFC,Saudi Arabia,Abdulaziz Al-Shahrani,24.0,Attacking Midfield,Damac FC,Saudi Arabia,in,Winter,2018
4492,Al-Ahli SFC,Saudi Arabia,Othman Al-Haj,25.0,Centre-Forward,Jeddah FC,Saudi Arabia,in,Winter,2018
4493,Al-Ahli SFC,Saudi Arabia,Nasser Al-Dajani,21.0,Right Winger,CD Fátima,Spain,in,Winter,2018
4494,Al-Ahli SFC,Saudi Arabia,Taiseer Al-Jassam,34.0,Central Midfield,Al-Wehda,Saudi Arabia,in,Winter,2018
4495,Al-Ahli SFC,Saudi Arabia,Abdallah Said,33.0,Attacking Midfield,Pyramids FC,Egypt,out,Winter,2018
4496,Al-Ahli SFC,Saudi Arabia,José Manuel Jurado,32.0,Attacking Midfield,CC Yatai,Bulgaria,out,Winter,2018
4497,Al-Ahli SFC,Saudi Arabia,Abdullah Yahya Maghrahi,21.0,Central Midfield,Ohod Club,Saudi Arabia,out,Winter,2018
4498,Al-Ahli SFC,Saudi Arabia,Nasser Al-Dajani,21.0,Right Winger,Al-Taawoun,Saudi Arabia,out,Winter,2018
4499,Al-Ahli SFC,Saudi Arabia,Alexis Ruano,33.0,Centre-Back,Free Agent,Free Agent,out,Winter,2018
4500,Al-Ahli SFC,Saudi Arabia,Majed Al-Ammari,20.0,Attacking Midfield,Anadia FC,Venezuela,out,Winter,2018
4501,Al-Batin FC,Saudi Arabia,Zied Ounalli,24.0,Left Winger,CA Bizertin,Tunisia,in,Winter,2018
4502,Al-Batin FC,Saudi Arabia,Osama Malik,28.0,Defensive Midfield,Melbourne City,Australia,in,Winter,2018
4503,Al-Batin FC,Saudi Arabia,Abdulaziz Majrashi,22.0,Defensive Midfield,Al-Ettifaq,Saudi Arabia,in,Winter,2018
4504,Al-Batin FC,Saudi Arabia,Bader Al-Nakhli,30.0,Centre-Back,Free Agent,Free Agent,in,Winter,2018
4505,Al-Batin FC,Saudi Arabia,Ismaël Bangoura,34.0,Centre-Forward,Al-Raed,Saudi Arabia,in,Winter,2018
4506,Al-Batin FC,Saudi Arabia,Jhonnattann,29.0,Right Winger,Al-Taawoun,Saudi Arabia,in,Winter,2018
4507,Al-Batin FC,Saudi Arabia,Ramzi Solan,20.0,Centre-Forward,Al-Faisaly FC,Saudi Arabia,in,Winter,2018
4508,Al-Batin FC,Saudi Arabia,Johan Arango,27.0,Left Winger,Indep. Santa Fe,Colombia,out,Winter,2018
4509,Al-Batin FC,Saudi Arabia,Misael Riascos,27.0,Attacking Midfield,CD América,Colombia,out,Winter,2018
4510,Al-Batin FC,Saudi Arabia,Lukasz Gikiewicz,31.0,Centre-Forward,Hajer,Saudi Arabia,out,Winter,2018
4511,Al-Batin FC,Saudi Arabia,Hassan Sharaheli,25.0,Centre-Forward,Damac FC,Saudi Arabia,out,Winter,2018
4512,Al-Batin FC,Saudi Arabia,Aziz Bouhaddouz,31.0,Centre-Forward,Free Agent,Free Agent,out,Winter,2018
4513,Al-Ettifaq FC,Saudi Arabia,Ahmed Akaichi,29.0,Centre-Forward,ES Sahel,France,in,Winter,2018
4514,Al-Ettifaq FC,Saudi Arabia,Saleh Al-Qumayzi,27.0,Right-Back,Al-Shabab,Saudi Arabia,in,Winter,2018
4515,Al-Ettifaq FC,Saudi Arabia,Abdullah Al-Hafith,26.0,Centre-Back,Al-Hilal,Saudi Arabia,in,Winter,2018
4516,Al-Ettifaq FC,Saudi Arabia,Ibrahim Mohannashi,19.0,Defensive Midfield,Al-Ettifaq U23,Saudi Arabia,in,Winter,2018
4517,Al-Ettifaq FC,Saudi Arabia,Abdulaziz Majrashi,22.0,Defensive Midfield,Al-Batin,Saudi Arabia,out,Winter,2018
4518,Al-Ettifaq FC,Saudi Arabia,Osama Al-Khalaf,22.0,Right-Back,Al-Hazem,Saudi Arabia,out,Winter,2018
4519,Al-Ettifaq FC,Saudi Arabia,Osama Al-Saleem,0.0,Left-Back,Al-Kawkab,Saudi Arabia,out,Winter,2018
4520,Al-Ettifaq FC,Saudi Arabia,Farley Rosa,24.0,Left Winger,Free Agent,Free Agent,out,Winter,2018
4521,Al-Faisaly FC,Saudi Arabia,Raghed Najjar,22.0,Goalkeeper,Al-Shabab,Saudi Arabia,in,Winter,2018
4522,Al-Faisaly FC,Saudi Arabia,Abdullah Al-Qahtani,22.0,Attacking Midfield,Abha,Saudi Arabia,in,Winter,2018
4523,Al-Faisaly FC,Saudi Arabia,Deni Júnior,23.0,Centre-Forward,Atlético-MG,Peru,in,Winter,2018
4524,Al-Faisaly FC,Saudi Arabia,Abdulaziz Al-Bishi,24.0,Right Winger,Ittihad Club,Saudi Arabia,out,Winter,2018
4525,Al-Faisaly FC,Saudi Arabia,Fahad Hamad,29.0,Defensive Midfield,Ohod Club,Saudi Arabia,out,Winter,2018
4526,Al-Faisaly FC,Saudi Arabia,Mohammed Majrashi,27.0,Second Striker,Ohod Club,Saudi Arabia,out,Winter,2018
4527,Al-Faisaly FC,Saudi Arabia,Jamaan Al-Dossari,25.0,Centre-Back,Al-Fateh,Saudi Arabia,out,Winter,2018
4528,Al-Faisaly FC,Saudi Arabia,Khaled Shrahili,32.0,Goalkeeper,Ohod Club,Saudi Arabia,out,Winter,2018
4529,Al-Faisaly FC,Saudi Arabia,Ramzi Solan,20.0,Centre-Forward,Al-Batin,Saudi Arabia,out,Winter,2018
4530,Al-Faisaly FC,Saudi Arabia,Joseph Akpala,32.0,Centre-Forward,Free Agent,Free Agent,out,Winter,2018
4531,Al-Fateh SC,Saudi Arabia,Sasa Jovanovic,27.0,Right Winger,Córdoba CF,Spain,in,Winter,2018
4532,Al-Fateh SC,Saudi Arabia,Jamaan Al-Dossari,25.0,Centre-Back,Al-Faisaly FC,Saudi Arabia,in,Winter,2018
4533,Al-Fateh SC,Saudi Arabia,Ammar Al-Najjar,21.0,Right Winger,Ittihad Club,Saudi Arabia,in,Winter,2018
4534,Al-Fateh SC,Saudi Arabia,Nikita Korzun,23.0,Defensive Midfield,Dynamo Kyiv,Ukraine,in,Winter,2018
4535,Al-Fateh SC,Saudi Arabia,Nzuzi Toko,28.0,Defensive Midfield,IFK Göteborg,Sweden,out,Winter,2018
4536,Al-Fateh SC,Saudi Arabia,Majed Hazazi,30.0,Right-Back,Ohod Club,Saudi Arabia,out,Winter,2018
4537,Al-Fateh SC,Saudi Arabia,Abdullah Al-Ammar,24.0,Left-Back,Ittihad Club,Saudi Arabia,out,Winter,2018
4538,Al-Fateh SC,Saudi Arabia,Abdulaziz Al-Shereid,25.0,Central Midfield,Al-Ain FC,Saudi Arabia,out,Winter,2018
4539,Al-Fateh SC,Saudi Arabia,Saith Sakala,22.0,Centre-Forward,Al-Tai,Saudi Arabia,out,Winter,2018
4540,Al-Fateh SC,Saudi Arabia,Alkhaly Bangoura,23.0,Right Winger,Free Agent,Free Agent,out,Winter,2018
4541,Al-Fayha FC,Saudi Arabia,Amer Shafi,36.0,Goalkeeper,Shabab Al-Ordon,Jordan,in,Winter,2018
4542,Al-Fayha FC,Saudi Arabia,Seidu Yahaya,29.0,Defensive Midfield,Dinamo Minsk,Belarus,in,Winter,2018
4543,Al-Fayha FC,Saudi Arabia,Amine Chermiti,31.0,Centre-Forward,ES Sahel,France,in,Winter,2018
4544,Al-Fayha FC,Saudi Arabia,Nahir Besara,27.0,Central Midfield,Örebro SK,Sweden,in,Winter,2018
4545,Al-Fayha FC,Saudi Arabia,Omar Al-Mazial,26.0,Right-Back,Ittihad Club,Saudi Arabia,in,Winter,2018
4546,Al-Fayha FC,Saudi Arabia,Hussain Al-Nakhli,24.0,Left Winger,Ittihad Club,Saudi Arabia,in,Winter,2018
4547,Al-Fayha FC,Saudi Arabia,Mohammed Qasem,24.0,Left-Back,Ittihad Club,Saudi Arabia,in,Winter,2018
4548,Al-Fayha FC,Saudi Arabia,Muhannad Fallatah,22.0,Central Midfield,Al-Hilal,Saudi Arabia,in,Winter,2018
4549,Al-Fayha FC,Saudi Arabia,Iury Castilho,23.0,Centre-Forward,Al-Nasr SC,Saudi Arabia,in,Winter,2018
4550,Al-Fayha FC,Saudi Arabia,Rami Bedoui,28.0,Centre-Back,ES Sahel,France,in,Winter,2018
4551,Al-Fayha FC,Saudi Arabia,Seidu Yahaya,29.0,Defensive Midfield,Dinamo Minsk,Belarus,out,Winter,2018
4552,Al-Fayha FC,Saudi Arabia,John Jairo Ruiz,25.0,Left Winger,Saprissa,Lebanon,out,Winter,2018
4553,Al-Fayha FC,Saudi Arabia,Naldo,28.0,Defensive Midfield,CSA,Romania,out,Winter,2018
4554,Al-Fayha FC,Saudi Arabia,Abdullah Al-Salem,26.0,Centre-Forward,Al-Nassr,Saudi Arabia,out,Winter,2018
4555,Al-Fayha FC,Saudi Arabia,Ronnie Fernández,27.0,Centre-Forward,Al-Nasr SC,Saudi Arabia,out,Winter,2018
4556,Al-Fayha FC,Saudi Arabia,Talal Majrashi,28.0,Right Winger,Al-Ain FC,Saudi Arabia,out,Winter,2018
4557,Al-Fayha FC,Saudi Arabia,Cristian Bonilla,25.0,Goalkeeper,Free Agent,Free Agent,out,Winter,2018
4558,Al-Fayha FC,Saudi Arabia,Jonatan Gómez,29.0,Attacking Midfield,São Paulo,Brazil,out,Winter,2018
4559,Al-Fayha FC,Saudi Arabia,Abdulrahman Al-Yami,21.0,Centre-Forward,Al-Hilal,Saudi Arabia,out,Winter,2018
4560,Al-Hazem SC,Saudi Arabia,Zurab Tsiskaridze,32.0,Centre-Back,AFC Eskilstuna,Sweden,in,Winter,2018
4561,Al-Hazem SC,Saudi Arabia,Kennedy Igboananike,29.0,Centre-Forward,Örebro SK,Sweden,in,Winter,2018
4562,Al-Hazem SC,Saudi Arabia,Diogo Salomão,30.0,Right Winger,FC Dinamo Bucure_ti,Romania,in,Winter,2018
4563,Al-Hazem SC,Saudi Arabia,Saeed Al-Dosari,28.0,Right Midfield,Al-Taawoun,Saudi Arabia,in,Winter,2018
4564,Al-Hazem SC,Saudi Arabia,Mohammed Harzan,29.0,Right Winger,Al-Taawoun,Saudi Arabia,in,Winter,2018
4565,Al-Hazem SC,Saudi Arabia,Osama Al-Khalaf,22.0,Right-Back,Al-Ettifaq,Saudi Arabia,in,Winter,2018
4566,Al-Hazem SC,Saudi Arabia,Hamed Al-Maghati,25.0,Central Midfield,Al-Ain FC,Saudi Arabia,out,Winter,2018
4567,Al-Hazem SC,Saudi Arabia,Youssef Kalfa,25.0,Left Winger,Al-Qadsiah FC,Saudi Arabia,out,Winter,2018
4568,Al-Hazem SC,Saudi Arabia,Carlos Feraud,28.0,Defensive Midfield,CD Macará,Ecuador,out,Winter,2018
4569,Al-Hazem SC,Saudi Arabia,Gilbert Álvarez,26.0,Centre-Forward,Wilstermann,Bolivia,out,Winter,2018
4570,Al-Hazem SC,Saudi Arabia,Tariq Al-Kabe,26.0,Central Midfield,Free Agent,Free Agent,out,Winter,2018
4571,Al-Hilal SFC,Saudi Arabia,Milos Degenek,24.0,Centre-Back,Red Star,Serbia,in,Winter,2018
4572,Al-Hilal SFC,Saudi Arabia,Sebastian Giovinco,32.0,Second Striker,Toronto,Canada,in,Winter,2018
4573,Al-Hilal SFC,Saudi Arabia,Hattan Bahebri,26.0,Left Winger,Al-Shabab,Saudi Arabia,in,Winter,2018
4574,Al-Hilal SFC,Saudi Arabia,Jonathan Soriano,33.0,Centre-Forward,BJ Guoan,Egypt,in,Winter,2018
4575,Al-Hilal SFC,Saudi Arabia,Abdulrahman Al-Yami,21.0,Centre-Forward,Al-Fayha,Saudi Arabia,in,Winter,2018
4576,Al-Hilal SFC,Saudi Arabia,Gelmin Rivas,29.0,Centre-Forward,Al-Rayyan SC,Qatar,out,Winter,2018
4577,Al-Hilal SFC,Saudi Arabia,Fahad Al-Rashidi,21.0,Right Winger,Ohod Club,Saudi Arabia,out,Winter,2018
4578,Al-Hilal SFC,Saudi Arabia,Mukhtar Fallatah,31.0,Centre-Forward,Al-Qadsiah FC,Saudi Arabia,out,Winter,2018
4579,Al-Hilal SFC,Saudi Arabia,Mohammed Al-Baqawi,23.0,Right-Back,Al-Shabab,Saudi Arabia,out,Winter,2018
4580,Al-Hilal SFC,Saudi Arabia,Abdullah Al-Hafith,26.0,Centre-Back,Al-Ettifaq,Saudi Arabia,out,Winter,2018
4581,Al-Hilal SFC,Saudi Arabia,Muhannad Fallatah,22.0,Central Midfield,Al-Fayha,Saudi Arabia,out,Winter,2018
4582,Al-Hilal SFC,Saudi Arabia,Omar Khribin,25.0,Centre-Forward,Pyramids FC,Egypt,out,Winter,2018
4583,Ittihad Club,Saudi Arabia,Aleksandar Prijovic,28.0,Centre-Forward,PAOK Salonika,Greece,in,Winter,2018
4584,Ittihad Club,Saudi Arabia,Garry Rodrigues,28.0,Left Winger,Galatasaray,Turkey,in,Winter,2018
4585,Ittihad Club,Saudi Arabia,Sékou Sanogo,29.0,Defensive Midfield,BSC Young Boys,Switzerland,in,Winter,2018
4586,Ittihad Club,Saudi Arabia,Manuel da Costa,32.0,Centre-Back,Basaksehir,Turkey,in,Winter,2018
4587,Ittihad Club,Saudi Arabia,Abdulaziz Al-Bishi,24.0,Right Winger,Al-Faisaly FC,Saudi Arabia,in,Winter,2018
4588,Ittihad Club,Saudi Arabia,Marcelo Grohe,31.0,Goalkeeper,Grêmio,Brazil,in,Winter,2018
4589,Ittihad Club,Saudi Arabia,Nasser Al-Shamrani,35.0,Centre-Forward,Al-Shabab,Saudi Arabia,in,Winter,2018
4590,Ittihad Club,Saudi Arabia,Abdullah Al-Ammar,24.0,Left-Back,Al-Fateh,Saudi Arabia,in,Winter,2018
4591,Ittihad Club,Saudi Arabia,Yaseen Barnawi,25.0,Right-Back,Al-Qadsiah FC,Saudi Arabia,in,Winter,2018
4592,Ittihad Club,Saudi Arabia,Hassan Muath,32.0,Right-Back,Al-Shabab,Saudi Arabia,out,Winter,2018
4593,Ittihad Club,Saudi Arabia,Abdullah Haif Al-Shammari,25.0,Centre-Back,Al-Wehda,Saudi Arabia,out,Winter,2018
4594,Ittihad Club,Saudi Arabia,Hussain Al-Nakhli,24.0,Left Winger,Al-Fayha,Saudi Arabia,out,Winter,2018
4595,Ittihad Club,Saudi Arabia,Aleksandar Pesic,26.0,Centre-Forward,FC Seoul,Korea Republic,out,Winter,2018
4596,Ittihad Club,Saudi Arabia,Mohammed Qasem,24.0,Left-Back,Al-Fayha,Saudi Arabia,out,Winter,2018
4597,Ittihad Club,Saudi Arabia,Omar Al-Mazial,26.0,Right-Back,Al-Fayha,Saudi Arabia,out,Winter,2018
